  ID  JPA6500 JPA6600 JPA6700 JPA6800 JPA6900 JPA7000 JPA7100 JPA7200 JPA7300 JPA7400 JPA7500 JPA7600 JPA7700 JPA7800 JPA7900 JPA8000 JPA8100 JPA8200 JPA8300 JPA8400 JPA8500 JPA8600 JPA8700 JPA8800 JPA8900 JPA9000 JPA9100
  55   0.009   0.007   0.008   0.008   0.008   0.008   0.008   0.008   0.009   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.007   0.007   0.008   0.008   0.009   0.008   0.008   0.009   0.008
  56 -20.345 -20.768 -20.829 -20.892 -20.946 -20.963 -21.064 -21.222 -21.340 -21.448 -21.516 -21.578 -21.600 -21.676 -21.708 -21.706 -21.790 -21.802 -21.826 -21.828 -21.818 -21.916 -22.008 -22.075 -22.096 -22.114 -22.157
  56   0.008   0.009   0.009   0.008   0.008   0.009   0.008   0.007   0.007   0.008   0.008   0.008   0.009   0.008   0.008   0.008   0.009   0.009   0.008   0.009   0.009   0.008   0.009   0.008   0.008   0.008   0.009
  57 -21.648 -21.682 -21.722 -21.747 -21.785 -21.842 -21.892 -21.901 -21.953 -21.979 -21.969 -21.984 -22.029 -22.083 -22.110 -22.103 -22.133 -22.152 -22.170 -22.207 -22.242 -22.270 -22.256 -22.306 -22.365 -22.419 -22.453
  57   0.008   0.008   0.008   0.009   0.008   0.009   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.007   0.008   0.008   0.008   0.009   0.008   0.008   0.008   0.008   0.008   0.009   0.008   0.008
  58 -21.554 -21.668 -21.740 -21.771 -21.816 -21.852 -21.900 -21.956 -21.982 -21.989 -22.051 -22.089 -22.082 -22.093 -22.132 -22.179 -22.210 -22.207 -22.244 -22.254 -22.285 -22.317 -22.360 -22.382 -22.363 -22.402 -22.470
  58   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002
  59 -19.661 -19.828 -19.919 -20.227 -20.427 -20.486 -20.582 -20.663 -20.689 -20.826 -20.969 -21.105 -21.215 -21.286 -21.340 -21.423 -21.508 -21.519 -21.547 -21.664 -21.671 -21.714 -21.750 -21.756 -21.863 -21.951 -22.030
  59   0.008   0.008   0.009   0.008   0.008   0.008   0.008   0.008   0.008   0.009   0.008   0.008   0.008   0.008   0.008   0.008   0.009   0.009   0.008   0.008   0.007   0.008   0.008   0.008   0.008   0.007   0.009
  60 -22.276 -22.269 -22.286 -22.404 -22.526 -22.554 -22.566 -22.640 -22.655 -22.700 -22.779 -22.782 -22.825 -22.868 -22.907 -22.861 -22.909 -22.992 -23.052 -23.045 -23.092 -23.101 -23.098 -23.132 -23.197 -23.251 -23.264
  60   0.009   0.009   0.008   0.009   0.008   0.009   0.008   0.008   0.009   0.009   0.009   0.009   0.009   0.009   0.008   0.009   0.009   0.009   0.008   0.008   0.008   0.009   0.009   0.008   0.008   0.008   0.008
  61 -21.061 -21.210 -21.334 -21.434 -21.495 -21.534 -21.589 -21.649 -21.626 -21.699 -21.727 -21.729 -21.757 -21.751 -21.851 -21.932 -21.976 -21.999 -22.036 -22.061 -22.100 -22.145 -22.192 -22.205 -22.194 -22.245 -22.291
  61   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004
  62 -20.995 -21.086 -21.154 -21.257 -21.331 -21.531 -21.662 -21.804 -21.913 -22.013 -22.060 -22.162 -22.227 -22.249 -22.354 -22.408 -22.442 -22.453 -22.480 -22.591 -22.717 -22.807 -22.821 -22.851 -22.929 -22.987 -22.992
  62   0.007   0.007   0.008   0.008   0.008   0.008   0.007   0.008   0.007   0.008   0.008   0.008   0.008   0.008   0.007   0.008   0.008   0.008   0.008   0.008   0.007   0.007   0.008   0.008   0.008   0.008   0.008
  63 -21.369 -21.411 -21.454 -21.536 -21.527 -21.557 -21.628 -21.626 -21.659 -21.649 -21.746 -21.824 -21.886 -21.909 -21.947 -21.974 -22.023 -22.072 -22.128 -22.116 -22.140 -22.191 -22.230 -22.211 -22.227 -22.249 -22.297
  63   0.008   0.008   0.008   0.009   0.008   0.008   0.008   0.009   0.009   0.009   0.009   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008
  64 -21.424 -21.502 -21.557 -21.548 -21.580 -21.657 -21.700 -21.721 -21.741 -21.757 -21.824 -21.843 -21.820 -21.829 -21.887 -21.920 -21.939 -22.249 -22.020 -22.037 -21.994 -22.030 -22.065 -22.081 -22.070 -22.081 -22.146
  64   0.008   0.008   0.009   0.008   0.008   0.008   0.008   0.008   0.008   0.009   0.008   0.008   0.009   0.008   0.008   0.008   0.008   0.009   0.008   0.008   0.008   0.009   0.009   0.008   0.008   0.008   0.008
  65 -21.402 -21.471 -21.502 -21.524 -21.593 -21.610 -21.635 -21.625 -21.734 -21.833 -21.880 -21.903 -21.948 -21.981 -22.019 -22.076 -22.122 -22.111 -22.170 -22.214 -22.236 -22.219 -22.237 -22.294 -22.341 -22.365 -22.364
  65   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004
  66 -21.472 -21.489 -21.560 -21.568 -21.597 -21.597 -21.706 -21.795 -21.828 -21.858 -21.896 -21.927 -21.988 -22.041 -22.050 -22.061 -22.123 -22.164 -22.157 -22.161 -22.196 -22.242 -22.282 -22.281 -22.296 -22.335 -22.349
  66   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002
  67 -20.491 -20.779 -20.951 -20.993 -21.064 -21.121 -21.112 -21.244 -21.357 -21.484 -21.545 -21.586 -21.614 -21.685 -21.729 -21.690 -21.761 -21.812 -21.801 -21.842 -21.810 -21.874 -21.965 -22.032 -22.069 -22.087 -22.114
  67   0.007   0.008   0.008   0.008   0.008   0.007   0.007   0.008   0.007   0.008   0.009   0.008   0.009   0.008   0.008   0.009   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008
  68 -21.509 -21.520 -21.590 -21.601 -21.630 -21.627 -21.722 -21.803 -21.828 -21.858 -21.889 -21.912 -21.965 -22.013 -22.021 -22.032 -22.087 -22.117 -22.107 -22.106 -22.140 -22.181 -22.214 -22.204 -22.213 -22.253 -22.267
  68   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002
  69 -21.892 -21.913 -22.009 -21.974 -21.978 -22.017 -22.131 -22.223 -22.236 -22.332 -22.367 -22.378 -22.457 -22.480 -22.479 -22.514 -22.575 -22.648 -22.608 -22.611 -22.691 -22.738 -22.736 -22.770 -22.788 -22.800 -22.787
  69   0.012   0.011   0.011   0.010   0.012   0.011   0.011   0.011   0.012   0.011   0.012   0.011   0.012   0.012   0.011   0.011   0.012   0.011   0.012   0.011   0.010   0.010   0.012   0.011   0.011   0.011   0.011
  70 -22.300 -22.424 -22.539 -22.560 -22.584 -22.656 -22.659 -22.726 -22.773 -22.773 -22.834 -22.887 -22.882 -22.855 -22.929 -22.999 -23.008 -23.035 -23.066 -23.060 -23.090 -23.136 -23.194 -23.214 -23.190 -23.226 -23.315
  70   0.008   0.008   0.007   0.009   0.009   0.009   0.009   0.008   0.008   0.008   0.009   0.008   0.009   0.009   0.008   0.008   0.009   0.009   0.008   0.008   0.009   0.007   0.008   0.008   0.008   0.008   0.008
  71 -21.977 -22.115 -22.244 -22.327 -22.384 -22.391 -22.433 -22.503 -22.491 -22.557 -22.541 -22.567 -22.540 -22.549 -22.673 -22.758 -22.774 -22.794 -22.833 -22.842 -22.873 -22.915 -22.966 -22.955 -22.953 -23.002 -23.031
  71   0.004   0.005   0.004   0.005   0.005   0.004   0.005   0.004   0.004   0.005   0.005   0.005   0.005   0.005   0.005   0.005   0.004   0.004   0.005   0.005   0.005   0.005   0.004   0.004   0.005   0.004   0.004
  72 -19.983 -20.057 -20.261 -20.274 -20.436 -20.551 -20.867 -20.974 -21.057 -21.130 -21.192 -21.213 -21.329 -21.448 -21.569 -21.665 -21.706 -21.732 -21.820 -21.912 -21.915 -21.886 -21.994 -22.051 -22.029 -22.086 -22.065
  72   0.014   0.013   0.012   0.014   0.013   0.014   0.014   0.014   0.014   0.013   0.014   0.014   0.013   0.013   0.014   0.013   0.013   0.014   0.014   0.012   0.014   0.014   0.013   0.014   0.014   0.013   0.013
  73 -20.648 -20.893 -21.037 -21.059 -21.149 -21.194 -21.171 -21.271 -21.387 -21.486 -21.533 -21.576 -21.606 -21.652 -21.706 -21.669 -21.732 -21.763 -21.773 -21.808 -21.788 -21.826 -21.920 -21.985 -22.001 -22.025 -22.056
  73   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004
  74 -21.426 -21.539 -21.604 -21.651 -21.693 -21.770 -21.934 -22.042 -22.155 -22.229 -22.301 -22.326 -22.401 -22.428 -22.424 -22.506 -22.537 -22.550 -22.543 -22.542 -22.633 -22.737 -22.814 -22.819 -22.825 -22.884 -22.938
  74   0.008   0.007   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.007   0.008   0.008   0.008   0.007   0.008   0.010   0.009   0.009   0.009   0.008   0.009   0.009   0.009   0.008
  75 -21.474 -21.512 -21.575 -21.555 -21.633 -21.641 -21.672 -21.661 -21.698 -21.798 -21.856 -21.874 -21.915 -21.942 -21.970 -22.016 -22.062 -22.066 -22.079 -22.132 -22.161 -22.150 -22.143 -22.175 -22.213 -22.253 -22.260
  75   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002
  76 -20.711 -20.794 -20.825 -20.982 -21.133 -21.302 -21.385 -21.437 -21.516 -21.635 -21.653 -21.658 -21.795 -21.802 -21.845 -21.871 -21.914 -22.034 -22.129 -22.200 -22.238 -22.275 -22.312 -22.383 -22.449 -22.513 -22.561
  76   0.012   0.013   0.013   0.013   0.013   0.013   0.012   0.013   0.013   0.013   0.014   0.014   0.014   0.014   0.013   0.013   0.013   0.013   0.013   0.013   0.013   0.014   0.013   0.014   0.013   0.014   0.012
  77 -21.367 -21.451 -21.515 -21.538 -21.612 -21.624 -21.648 -21.711 -21.726 -21.739 -21.716 -21.803 -21.912 -21.966 -21.976 -22.009 -22.054 -22.072 -22.109 -22.170 -22.167 -22.172 -22.232 -22.267 -22.272 -22.235 -22.272
  77   0.008   0.007   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.009   0.008   0.009   0.008   0.008   0.008   0.007   0.008   0.008   0.007   0.008   0.008
  78 -20.576 -20.923 -20.952 -21.021 -21.085 -21.107 -21.160 -21.314 -21.420 -21.515 -21.563 -21.608 -21.650 -21.717 -21.730 -21.719 -21.814 -21.805 -21.833 -21.843 -21.833 -21.927 -21.998 -22.049 -22.076 -22.101 -22.138
  78   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004
  79 -21.335 -21.311 -21.327 -21.370 -21.405 -21.350 -21.347 -21.474 -21.497 -21.536 -21.574 -21.578 -21.599 -21.625 -21.641 -21.645 -21.667 -21.700 -21.716 -22.175 -22.467 -21.855 -21.943 -21.793 -21.836 -21.872 -21.853
  79   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.005   0.004   0.004   0.004   0.004   0.004   0.004   0.005   0.005   0.004   0.004   0.004   0.004   0.004   0.004
  80 -21.354 -21.416 -21.473 -21.509 -21.563 -21.697 -21.775 -21.817 -21.877 -21.915 -21.968 -22.032 -22.106 -22.119 -22.184 -22.226 -22.237 -22.236 -22.286 -22.346 -22.414 -22.436 -22.441 -22.484 -22.512 -22.540 -22.585
  80   0.008   0.008   0.009   0.008   0.008   0.008   0.008   0.009   0.007   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.009   0.009   0.008   0.008   0.008   0.009
  81 -21.284 -21.401 -21.486 -21.503 -21.558 -21.596 -21.643 -21.622 -21.655 -21.663 -21.688 -21.729 -21.715 -21.766 -21.860 -21.898 -21.914 -21.951 -21.955 -21.977 -22.021 -22.065 -22.102 -22.098 -22.142 -22.148 -22.138
  81   0.016   0.016   0.015   0.016   0.017   0.017   0.016   0.016   0.016   0.017   0.018   0.016   0.016   0.017   0.016   0.016   0.016   0.016   0.017   0.018   0.015   0.017   0.017   0.016   0.016   0.017   0.017
  82 -21.832 -21.909 -21.935 -21.967 -22.022 -22.083 -22.146 -22.145 -22.168 -22.231 -22.224 -22.220 -22.255 -22.310 -22.378 -22.376 -22.395 -22.380 -22.432 -22.466 -22.506 -22.561 -22.562 -22.567 -22.640 -22.684 -22.738
  82   0.013   0.014   0.014   0.015   0.014   0.013   0.013   0.014   0.014   0.013   0.014   0.014   0.014   0.014   0.013   0.014   0.012   0.015   0.015   0.015   0.014   0.014   0.015   0.014   0.014   0.014   0.014
  83 -21.587 -21.635 -21.658 -21.662 -21.719 -21.727 -21.746 -21.719 -21.805 -21.884 -21.905 -21.921 -21.960 -21.974 -22.004 -22.049 -22.084 -22.065 -22.114 -22.138 -22.142 -22.128 -22.138 -22.169 -22.199 -22.204 -22.183
  83   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004
  84 -20.358 -20.781 -20.842 -20.907 -20.961 -20.978 -21.080 -21.239 -21.358 -21.466 -21.535 -21.598 -21.620 -21.696 -21.729 -21.727 -21.811 -21.823 -21.847 -21.848 -21.839 -21.936 -22.027 -22.093 -22.114 -22.131 -22.174
  84   0.008   0.008   0.008   0.008   0.008   0.008   0.009   0.007   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.009   0.008   0.009   0.008   0.009   0.008   0.008   0.008   0.008   0.008   0.008   0.009
  85 -20.075 -20.071 -20.218 -20.322 -20.737 -20.842 -20.906 -20.960 -21.023 -21.038 -21.194 -21.284 -21.444 -21.516 -21.582 -21.612 -21.654 -21.722 -21.737 -21.744 -21.830 -21.818 -21.849 -21.866 -21.839 -21.941 -22.026
  85   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002
  86 -20.135 -20.205 -20.339 -20.366 -20.542 -20.678 -21.011 -21.031 -21.096 -21.157 -21.214 -21.201 -21.349 -21.445 -21.569 -21.630 -21.675 -21.700 -21.757 -21.817 -21.815 -21.801 -21.898 -21.897 -21.898 -21.938 -21.903
  86   0.008   0.007   0.008   0.008   0.008   0.009   0.008   0.008   0.008   0.008   0.008   0.009   0.008   0.008   0.008   0.008   0.009   0.009   0.008   0.008   0.008   0.007   0.008   0.009   0.009   0.009   0.008
  87 -22.328 -22.320 -22.336 -22.454 -22.574 -22.601 -22.611 -22.682 -22.695 -22.736 -22.813 -22.813 -22.853 -22.893 -22.929 -22.879 -22.924 -23.003 -23.060 -23.050 -23.094 -23.099 -23.093 -23.124 -23.185 -23.236 -23.246
  87   0.008   0.008   0.008   0.009   0.009   0.008   0.009   0.009   0.008   0.009   0.009   0.009   0.009   0.009   0.009   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.009   0.008   0.008   0.009
  88 -21.209 -21.201 -21.387 -21.537 -22.115 -21.348 -21.206 -21.216 -21.235 -21.230 -21.157 -21.173 -21.291 -21.278 -21.305 -21.312 -21.369 -21.339 -21.359 -21.388 -21.364 -21.372 -21.400 -21.402 -21.396 -22.163 -22.341
  88   0.004   0.004   0.004   0.005   0.005   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.006   0.006
  89 -21.533 -21.553 -21.584 -21.572 -21.624 -21.726 -21.773 -21.801 -21.841 -21.866 -21.908 -21.957 -21.994 -21.991 -22.045 -22.079 -22.076 -22.070 -22.106 -22.149 -22.187 -22.181 -22.190 -22.230 -22.245 -22.267 -22.300
  89   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002
  90 -20.002 -20.115 -20.095 -20.262 -20.428 -20.832 -20.886 -20.948 -21.003 -21.061 -21.084 -21.244 -21.360 -21.494 -21.567 -21.629 -21.654 -21.711 -21.775 -21.780 -21.790 -21.876 -21.863 -21.892 -21.911 -21.885 -21.986
  90   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004   0.004
  91 -21.285 -21.374 -21.438 -21.477 -21.561 -21.580 -21.610 -21.672 -21.680 -21.716 -21.696 -21.797 -21.904 -21.951 -21.978 -22.023 -22.054 -22.095 -22.148 -22.200 -22.195 -22.209 -22.272 -22.314 -22.304 -22.298 -22.326
  91   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002
  92 -21.455 -21.512 -21.575 -21.704 -21.824 -21.929 -21.969 -22.041 -22.071 -22.110 -22.096 -22.129 -22.222 -22.173 -22.174 -22.168 -22.241 -22.340 -22.367 -22.392 -22.488 -22.516 -22.506 -22.568 -22.597 -22.608 -22.603
  92   0.011   0.012   0.011   0.012   0.011   0.012   0.011   0.011   0.011   0.011   0.012   0.012   0.011   0.011   0.011   0.011   0.011   0.011   0.011   0.012   0.011   0.010   0.010   0.011   0.012   0.012   0.011
  93 -20.169 -20.312 -20.350 -20.730 -20.905 -20.947 -21.005 -21.075 -21.082 -21.223 -21.329 -21.446 -21.536 -21.598 -21.639 -21.657 -21.729 -21.742 -21.745 -21.833 -21.844 -21.867 -21.870 -21.852 -21.938 -22.022 -22.102
  93   0.007   0.009   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.008   0.009   0.009   0.008   0.008   0.009   0.009   0.008   0.008   0.008   0.008   0.008   0.008
  94 -21.397 -21.440 -21.517 -21.518 -21.592 -21.605 -21.637 -21.620 -21.672 -21.791 -21.863 -21.888 -21.932 -21.972 -22.007 -22.056 -22.113 -22.119 -22.135 -22.199 -22.240 -22.238 -22.228 -22.268 -22.317 -22.365 -22.378
  94   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002   0.002
  95 -20.515 -20.663 -20.734 -20.937 -21.101 -21.145 -21.230 -21.259 -21.251 -21.336 -21.455 -21.538 -21.600 -21.618 -21.669 -21.704 -21.754 -21.753 -21.770 -21.824 -21.810 -21.855 -21.888 -21.871 -21.931 -22.015 -22.077
  95   0.017   0.015   0.015   0.017   0.017   0.015   0.017   0.017   0.018   0.017   0.016   0.015   0.016   0.016   0.016   0.016   0.016   0.017   0.016   0.018   0.018   0.016   0.016   0.015   0.017   0.016   0.017
  96 -21.471 -21.551 -21.687 -21.743 -21.807 -21.847 -21.889 -21.968 -22.041 -22.077 -22.130 -22.169 -22.171 -22.164 -22.228 -22.298 -22.375 -22.386 -22.409 -22.439 -22.478 -22.488 -22.543 -22.599 -22.630 -22.630 -22.694
  96   0.017   0.017   0.016   0.017   0.015   0.016   0.018   0.016   0.017   0.015   0.016   0.016   0.018   0.016   0.015   0.015   0.017   0.017   0.015   0.017   0.016   0.017   0.017   0.016   0.017   0.016   0.016
  97 -21.757 -21.764 -21.847 -21.933 -22.006 -22.027 -22.057 -22.104 -22.168 -22.225 -22.225 -22.215 -22.285 -22.311 -22.295 -22.324 -22.340 -22.409 -22.442 -22.433 -22.454 -22.439 -22.487 -22.505 -22.544 -22.596 -22.586
  97   0.013   0.014   0.013   0.014   0.013   0.013   0.014   0.013   0.014   0.013   0.014   0.013   0.013   0.013   0.014   0.013   0.014   0.013   0.014   0.013   0.014   0.014   0.015   0.015   0.015   0.013   0.013
  98 -21.975 -22.098 -22.146 -22.211 -22.306 -22.308 -22.366 -22.402 -22.408 -22.443 -22.506 -22.573 -22.530 -22.560 -22.643 -22.664 -22.684 -22.708 -22.731 -22.709 -22.711 -22.770 -22.855 -22.848 -22.805 -22.856 -22.966
  98   0.012   0.011   0.011   0.011   0.011   0.012   0.010   0.011   0.011   0.011   0.011   0.011   0.011   0.011   0.010   0.011   0.012   0.011   0.011   0.011   0.011   0.011   0.011   0.012   0.011   0.011   0.011
